year_week,month,product_category,customer_state,weekly_sales_volume,total_price,sales_lag_1,sales_lag_2,sales_moving_avg_4
2018-04-16/2018-04-22,4,agro_industry_and_commerce,AL,1,1518.55,0.0,0.0,0.0
2017-05-08/2017-05-14,5,agro_industry_and_commerce,AP,1,657.61,0.0,0.0,0.0
2017-11-13/2017-11-19,11,agro_industry_and_commerce,BA,2,860.4,0.0,0.0,0.0
2018-04-02/2018-04-08,4,agro_industry_and_commerce,BA,1,499.64,2.0,0.0,2.0
2018-07-30/2018-08-05,8,agro_industry_and_commerce,BA,2,1134.44,1.0,2.0,1.5
2018-02-05/2018-02-11,2,agro_industry_and_commerce,CE,5,456.14,0.0,0.0,0.0
2018-06-25/2018-07-01,6,agro_industry_and_commerce,CE,1,168.05,5.0,0.0,5.0
2017-10-23/2017-10-29,10,agro_industry_and_commerce,ES,1,61.92999999999999,0.0,0.0,0.0
2017-11-27/2017-12-03,11,agro_industry_and_commerce,ES,1,425.24,1.0,0.0,1.0
2017-02-06/2017-02-12,2,agro_industry_and_commerce,GO,1,39.769999999999996,0.0,0.0,0.0
2018-02-26/2018-03-04,2,agro_industry_and_commerce,GO,1,499.69,1.0,0.0,1.0
2018-03-05/2018-03-11,3,agro_industry_and_commerce,GO,1,34.730000000000004,1.0,1.0,1.0
2018-06-25/2018-07-01,6,agro_industry_and_commerce,GO,1,585.32,1.0,1.0,1.0
2018-07-02/2018-07-08,7,agro_industry_and_commerce,GO,1,405.69,1.0,1.0,1.0
2017-01-30/2017-02-05,2,agro_industry_and_commerce,MG,1,36.51,0.0,0.0,0.0
2017-09-18/2017-09-24,9,agro_industry_and_commerce,MG,2,847.32,1.0,0.0,1.0
2017-11-20/2017-11-26,11,agro_industry_and_commerce,MG,6,6081.54,2.0,1.0,1.5
2017-12-25/2017-12-31,12,agro_industry_and_commerce,MG,1,442.26,6.0,2.0,3.0
2018-01-15/2018-01-21,1,agro_industry_and_commerce,MG,1,442.26,1.0,6.0,2.5
2018-01-29/2018-02-04,2,agro_industry_and_commerce,MG,1,34.6,1.0,1.0,2.5
2018-02-26/2018-03-04,2,agro_industry_and_commerce,MG,3,538.48,1.0,1.0,2.25
2018-04-23/2018-04-29,4,agro_industry_and_commerce,MG,1,433.46,3.0,1.0,1.5
2018-07-02/2018-07-08,7,agro_industry_and_commerce,MG,1,252.53,1.0,3.0,1.5
2018-07-16/2018-07-22,7,agro_industry_and_commerce,MG,2,1410.05,1.0,1.0,1.5
2018-07-30/2018-08-05,8,agro_industry_and_commerce,MG,2,2142.4700000000003,2.0,1.0,1.75
2017-02-06/2017-02-12,2,agro_industry_and_commerce,MS,1,113.87,0.0,0.0,0.0
2017-02-13/2017-02-19,2,agro_industry_and_commerce,MS,1,38.04,1.0,0.0,1.0
2018-01-29/2018-02-04,2,agro_industry_and_commerce,MS,1,442.26,1.0,1.0,1.0
2018-02-26/2018-03-04,2,agro_industry_and_commerce,MT,1,445.32,0.0,0.0,0.0
2018-06-18/2018-06-24,6,agro_industry_and_commerce,MT,1,191.13,1.0,0.0,1.0
2018-01-01/2018-01-07,1,agro_industry_and_commerce,PA,1,465.23,0.0,0.0,0.0
2018-07-23/2018-07-29,7,agro_industry_and_commerce,PA,1,821.9300000000001,1.0,0.0,1.0
2017-05-22/2017-05-28,5,agro_industry_and_commerce,PB,1,81.21000000000001,0.0,0.0,0.0
2017-10-16/2017-10-22,10,agro_industry_and_commerce,PE,1,948.35,0.0,0.0,0.0
2017-11-20/2017-11-26,11,agro_industry_and_commerce,PE,1,3184.55,1.0,0.0,1.0
2017-12-04/2017-12-10,12,agro_industry_and_commerce,PE,1,485.76,1.0,1.0,1.0
2018-01-08/2018-01-14,1,agro_industry_and_commerce,PE,1,997.37,1.0,1.0,1.0
2018-02-05/2018-02-11,2,agro_industry_and_commerce,PE,1,472.67,1.0,1.0,1.0
2017-01-30/2017-02-05,1,agro_industry_and_commerce,PI,1,46.34,0.0,0.0,0.0
2017-12-04/2017-12-10,12,agro_industry_and_commerce,PI,1,301.76,1.0,0.0,1.0
2018-07-30/2018-08-05,7,agro_industry_and_commerce,PI,1,80.92,1.0,1.0,1.0
2017-03-13/2017-03-19,3,agro_industry_and_commerce,PR,1,74.17,0.0,0.0,0.0
2017-05-15/2017-05-21,5,agro_industry_and_commerce,PR,1,957.1500000000001,1.0,0.0,1.0
2017-06-26/2017-07-02,6,agro_industry_and_commerce,PR,1,1422.05,1.0,1.0,1.0
2017-11-20/2017-11-26,11,agro_industry_and_commerce,PR,1,435.59,1.0,1.0,1.0
2018-01-22/2018-01-28,1,agro_industry_and_commerce,PR,1,33.6,1.0,1.0,1.0
2018-01-29/2018-02-04,1,agro_industry_and_commerce,PR,1,432.5,1.0,1.0,1.0
2018-02-19/2018-02-25,2,agro_industry_and_commerce,PR,1,429.09,1.0,1.0,1.0
2018-04-02/2018-04-08,4,agro_industry_and_commerce,PR,1,432.4,1.0,1.0,1.0
2018-05-14/2018-05-20,5,agro_industry_and_commerce,PR,1,453.53,1.0,1.0,1.0
2018-06-18/2018-06-24,6,agro_industry_and_commerce,PR,1,53.35,1.0,1.0,1.0
2018-07-23/2018-07-29,7,agro_industry_and_commerce,PR,1,514.11,1.0,1.0,1.0
2018-08-06/2018-08-12,8,agro_industry_and_commerce,PR,1,47.62,1.0,1.0,1.0
2017-02-13/2017-02-19,2,agro_industry_and_commerce,RJ,1,36.099999999999994,0.0,0.0,0.0
2017-02-20/2017-02-26,2,agro_industry_and_commerce,RJ,1,36.099999999999994,1.0,0.0,1.0
2017-03-20/2017-03-26,3,agro_industry_and_commerce,RJ,1,36.519999999999996,1.0,1.0,1.0
2017-09-11/2017-09-17,9,agro_industry_and_commerce,RJ,1,854.33,1.0,1.0,1.0
2017-11-06/2017-11-12,11,agro_industry_and_commerce,RJ,1,991.52,1.0,1.0,1.0
2017-11-20/2017-11-26,11,agro_industry_and_commerce,RJ,1,421.65,1.0,1.0,1.0
2017-12-18/2017-12-24,12,agro_industry_and_commerce,RJ,1,2315.83,1.0,1.0,1.0
2018-01-01/2018-01-07,1,agro_industry_and_commerce,RJ,1,246.04,1.0,1.0,1.0
2018-01-15/2018-01-21,1,agro_industry_and_commerce,RJ,4,155.16,1.0,1.0,1.0
2018-01-29/2018-02-04,2,agro_industry_and_commerce,RJ,1,438.26,4.0,1.0,1.75
2018-02-05/2018-02-11,2,agro_industry_and_commerce,RJ,1,962.52,1.0,4.0,1.75
2018-02-19/2018-02-25,2,agro_industry_and_commerce,RJ,1,491.63,1.0,1.0,1.75
2018-02-26/2018-03-04,2,agro_industry_and_commerce,RJ,1,40.79,1.0,1.0,1.75
2018-02-26/2018-03-04,3,agro_industry_and_commerce,RJ,1,50.11,1.0,1.0,1.0
2018-03-05/2018-03-11,3,agro_industry_and_commerce,RJ,1,246.04,1.0,1.0,1.0
2018-03-12/2018-03-18,3,agro_industry_and_commerce,RJ,1,86.99,1.0,1.0,1.0
2018-03-19/2018-03-25,3,agro_industry_and_commerce,RJ,1,438.2,1.0,1.0,1.0
2018-03-26/2018-04-01,3,agro_industry_and_commerce,RJ,1,434.66,1.0,1.0,1.0
2018-05-07/2018-05-13,5,agro_industry_and_commerce,RJ,2,723.16,1.0,1.0,1.0
2018-07-16/2018-07-22,7,agro_industry_and_commerce,RJ,1,99.33,2.0,1.0,1.25
2018-07-23/2018-07-29,7,agro_industry_and_commerce,RJ,1,48.3,1.0,2.0,1.25
2018-07-30/2018-08-05,7,agro_industry_and_commerce,RJ,1,118.62,1.0,1.0,1.25
2018-08-20/2018-08-26,8,agro_industry_and_commerce,RJ,1,28.22,1.0,1.0,1.25
2017-08-28/2017-09-03,8,agro_industry_and_commerce,RO,4,224.6,0.0,0.0,0.0
2017-10-09/2017-10-15,10,agro_industry_and_commerce,RS,1,37.1,0.0,0.0,0.0
2017-11-06/2017-11-12,11,agro_industry_and_commerce,RS,1,442.75,1.0,0.0,1.0
2018-01-08/2018-01-14,1,agro_industry_and_commerce,RS,1,243.35,1.0,1.0,1.0
2018-03-19/2018-03-25,3,agro_industry_and_commerce,RS,1,961.96,1.0,1.0,1.0
2018-04-23/2018-04-29,4,agro_industry_and_commerce,RS,1,100.12,1.0,1.0,1.0
2018-05-07/2018-05-13,5,agro_industry_and_commerce,RS,1,76.55999999999999,1.0,1.0,1.0
2018-06-18/2018-06-24,6,agro_industry_and_commerce,RS,1,517.7,1.0,1.0,1.0
2018-07-16/2018-07-22,7,agro_industry_and_commerce,RS,1,452.33000000000004,1.0,1.0,1.0
2018-07-23/2018-07-29,7,agro_industry_and_commerce,RS,1,523.23,1.0,1.0,1.0
2018-04-16/2018-04-22,4,agro_industry_and_commerce,SC,2,693.35,0.0,0.0,0.0
2018-07-16/2018-07-22,7,agro_industry_and_commerce,SC,1,458.36,2.0,0.0,2.0
2017-01-23/2017-01-29,1,agro_industry_and_commerce,SP,2,61.42,0.0,0.0,0.0
2017-02-13/2017-02-19,2,agro_industry_and_commerce,SP,1,30.71,2.0,0.0,2.0
2017-05-01/2017-05-07,5,agro_industry_and_commerce,SP,1,67.77,1.0,2.0,1.5
2017-07-10/2017-07-16,7,agro_industry_and_commerce,SP,1,1199.47,1.0,1.0,1.3333333333333333
2017-09-04/2017-09-10,9,agro_industry_and_commerce,SP,1,418.04,1.0,1.0,1.25
2017-10-02/2017-10-08,10,agro_industry_and_commerce,SP,1,43.72,1.0,1.0,1.0
2017-10-23/2017-10-29,10,agro_industry_and_commerce,SP,1,2467.33,1.0,1.0,1.0
2017-11-13/2017-11-19,11,agro_industry_and_commerce,SP,2,858.35,1.0,1.0,1.0
2017-11-20/2017-11-26,11,agro_industry_and_commerce,SP,2,859.0899999999999,2.0,1.0,1.25
2017-11-27/2017-12-03,11,agro_industry_and_commerce,SP,1,49.64,2.0,2.0,1.5
2017-11-27/2017-12-03,12,agro_industry_and_commerce,SP,1,452.81,1.0,2.0,1.5
2017-12-04/2017-12-10,12,agro_industry_and_commerce,SP,2,533.5,1.0,1.0,1.5
2017-12-18/2017-12-24,12,agro_industry_and_commerce,SP,2,864.72,2.0,1.0,1.5
2017-12-25/2017-12-31,12,agro_industry_and_commerce,SP,2,267.40000000000003,2.0,2.0,1.5
2018-01-01/2018-01-07,1,agro_industry_and_commerce,SP,2,1786.42,2.0,2.0,1.75
2018-01-08/2018-01-14,1,agro_industry_and_commerce,SP,2,528.53,2.0,2.0,2.0
2018-01-15/2018-01-21,1,agro_industry_and_commerce,SP,1,439.72,2.0,2.0,2.0
2018-01-22/2018-01-28,1,agro_industry_and_commerce,SP,1,86.61,1.0,2.0,1.75
2018-01-29/2018-02-04,1,agro_industry_and_commerce,SP,1,439.72,1.0,1.0,1.5
2018-01-29/2018-02-04,2,agro_industry_and_commerce,SP,1,44.34,1.0,1.0,1.25
2018-02-05/2018-02-11,2,agro_industry_and_commerce,SP,1,273.63,1.0,1.0,1.0
2018-02-12/2018-02-18,2,agro_industry_and_commerce,SP,3,1450.0,1.0,1.0,1.0
2018-02-19/2018-02-25,2,agro_industry_and_commerce,SP,2,522.9000000000001,3.0,1.0,1.5
2018-02-26/2018-03-04,2,agro_industry_and_commerce,SP,1,489.09,2.0,3.0,1.75
2018-02-26/2018-03-04,3,agro_industry_and_commerce,SP,1,28.22,1.0,2.0,1.75
2018-03-05/2018-03-11,3,agro_industry_and_commerce,SP,3,1115.4499999999998,1.0,1.0,1.75
2018-03-12/2018-03-18,3,agro_industry_and_commerce,SP,5,989.75,3.0,1.0,1.75
2018-03-19/2018-03-25,3,agro_industry_and_commerce,SP,6,166.74,5.0,3.0,2.5
2018-03-26/2018-04-01,3,agro_industry_and_commerce,SP,4,1086.6399999999999,6.0,5.0,3.75
2018-04-02/2018-04-08,4,agro_industry_and_commerce,SP,1,87.61,4.0,6.0,4.5
2018-04-09/2018-04-15,4,agro_industry_and_commerce,SP,2,669.61,1.0,4.0,4.0
2018-04-23/2018-04-29,4,agro_industry_and_commerce,SP,2,348.92,2.0,1.0,3.25
2018-04-30/2018-05-06,5,agro_industry_and_commerce,SP,1,52.87,2.0,2.0,2.25
2018-05-07/2018-05-13,5,agro_industry_and_commerce,SP,2,1636.3100000000002,1.0,2.0,1.5
2018-05-28/2018-06-03,5,agro_industry_and_commerce,SP,1,490.79,2.0,1.0,1.75
2018-06-04/2018-06-10,6,agro_industry_and_commerce,SP,2,1775.98,1.0,2.0,1.5
2018-06-11/2018-06-17,6,agro_industry_and_commerce,SP,2,329.58000000000004,2.0,1.0,1.5
2018-06-25/2018-07-01,6,agro_industry_and_commerce,SP,1,221.94,2.0,2.0,1.75
2018-07-16/2018-07-22,7,agro_industry_and_commerce,SP,8,1101.79,1.0,2.0,1.5
2018-07-23/2018-07-29,7,agro_industry_and_commerce,SP,6,1233.14,8.0,1.0,3.25
2018-07-30/2018-08-05,8,agro_industry_and_commerce,SP,3,128.37,6.0,8.0,4.25
2018-08-06/2018-08-12,8,agro_industry_and_commerce,SP,3,892.54,3.0,6.0,4.5
2018-08-13/2018-08-19,8,agro_industry_and_commerce,SP,1,42.17,3.0,3.0,5.0
2018-08-20/2018-08-26,8,agro_industry_and_commerce,SP,5,1127.91,1.0,3.0,3.25
2018-07-23/2018-07-29,7,air_conditioning,AL,1,643.89,0.0,0.0,0.0
2017-04-17/2017-04-23,4,air_conditioning,AM,1,114.11,0.0,0.0,0.0
2017-02-13/2017-02-19,2,air_conditioning,BA,2,436.52,0.0,0.0,0.0
2017-03-06/2017-03-12,3,air_conditioning,BA,1,82.25,2.0,0.0,2.0
2017-09-04/2017-09-10,9,air_conditioning,BA,1,200.35999999999999,1.0,2.0,1.5
2018-02-05/2018-02-11,2,air_conditioning,BA,1,207.67000000000002,1.0,1.0,1.3333333333333333
2018-06-25/2018-07-01,6,air_conditioning,BA,1,53.15,1.0,1.0,1.25
2017-08-14/2017-08-20,8,air_conditioning,CE,1,209.94,0.0,0.0,0.0
2017-10-09/2017-10-15,10,air_conditioning,CE,1,327.30999999999995,1.0,0.0,1.0
2018-01-29/2018-02-04,2,air_conditioning,DF,1,215.15,0.0,0.0,0.0
2018-03-12/2018-03-18,3,air_conditioning,DF,1,156.99,1.0,0.0,1.0
2018-05-07/2018-05-13,5,air_conditioning,DF,1,162.47,1.0,1.0,1.0
2017-02-13/2017-02-19,2,air_conditioning,ES,2,423.02,0.0,0.0,0.0
2017-02-27/2017-03-05,3,air_conditioning,ES,1,111.37,2.0,0.0,2.0
2017-09-04/2017-09-10,9,air_conditioning,ES,1,118.93,1.0,2.0,1.5
2018-01-15/2018-01-21,1,air_conditioning,ES,1,216.15,1.0,1.0,1.3333333333333333
2018-03-19/2018-03-25,3,air_conditioning,ES,1,156.99,1.0,1.0,1.25
2017-05-01/2017-05-07,5,air_conditioning,GO,3,431.91999999999996,0.0,0.0,0.0
2017-05-15/2017-05-21,5,air_conditioning,GO,1,60.14,3.0,0.0,3.0
2018-07-30/2018-08-05,8,air_conditioning,GO,2,356.31000000000006,1.0,3.0,2.0
2018-08-06/2018-08-12,8,air_conditioning,GO,1,311.90999999999997,2.0,1.0,2.0
2017-11-27/2017-12-03,11,air_conditioning,MA,1,222.71,0.0,0.0,0.0
2016-10-03/2016-10-09,10,air_conditioning,MG,1,319.0,0.0,0.0,0.0
2017-02-13/2017-02-19,2,air_conditioning,MG,1,209.3,1.0,0.0,1.0
2017-02-20/2017-02-26,2,air_conditioning,MG,1,209.3,1.0,1.0,1.0
2017-03-06/2017-03-12,3,air_conditioning,MG,1,889.8000000000001,1.0,1.0,1.0
2017-03-27/2017-04-02,4,air_conditioning,MG,2,154.32,1.0,1.0,1.0
2017-04-10/2017-04-16,4,air_conditioning,MG,1,585.02,2.0,1.0,1.25
2017-06-05/2017-06-11,6,air_conditioning,MG,1,112.82,1.0,2.0,1.25
2017-08-07/2017-08-13,8,air_conditioning,MG,1,146.02,1.0,1.0,1.25
2017-10-09/2017-10-15,10,air_conditioning,MG,1,94.31,1.0,1.0,1.25
2017-11-06/2017-11-12,11,air_conditioning,MG,1,46.48,1.0,1.0,1.0
2018-02-12/2018-02-18,2,air_conditioning,MG,1,41.0,1.0,1.0,1.0
2018-04-02/2018-04-08,4,air_conditioning,MG,1,815.4300000000001,1.0,1.0,1.0
2018-04-23/2018-04-29,4,air_conditioning,MG,1,112.83,1.0,1.0,1.0
2018-04-30/2018-05-06,4,air_conditioning,MG,1,159.03,1.0,1.0,1.0
2018-07-30/2018-08-05,7,air_conditioning,MG,1,164.84,1.0,1.0,1.0
2018-07-30/2018-08-05,8,air_conditioning,MG,1,144.97,1.0,1.0,1.0
2018-08-13/2018-08-19,8,air_conditioning,MG,3,622.98,1.0,1.0,1.0
2017-12-04/2017-12-10,12,air_conditioning,MT,1,217.96,0.0,0.0,0.0
2018-01-22/2018-01-28,1,air_conditioning,MT,2,103.38,1.0,0.0,1.0
2018-07-09/2018-07-15,7,air_conditioning,MT,2,349.99,2.0,1.0,1.5
2018-03-19/2018-03-25,3,air_conditioning,PB,1,86.75,0.0,0.0,0.0
2018-04-16/2018-04-22,4,air_conditioning,PE,1,224.9,0.0,0.0,0.0
2017-10-30/2017-11-05,11,air_conditioning,PI,1,134.5,0.0,0.0,0.0
2018-04-23/2018-04-29,4,air_conditioning,PI,2,486.49,1.0,0.0,1.0
2017-03-06/2017-03-12,3,air_conditioning,PR,1,187.24,0.0,0.0,0.0
2017-04-03/2017-04-09,4,air_conditioning,PR,1,71.71,1.0,0.0,1.0
2017-10-02/2017-10-08,10,air_conditioning,PR,2,395.96,1.0,1.0,1.0
2018-01-22/2018-01-28,1,air_conditioning,PR,3,633.9399999999999,2.0,1.0,1.3333333333333333
2018-03-12/2018-03-18,3,air_conditioning,PR,2,449.74,3.0,2.0,1.75
2018-04-09/2018-04-15,4,air_conditioning,PR,1,48.37,2.0,3.0,2.0
2018-05-07/2018-05-13,5,air_conditioning,PR,1,220.82,1.0,2.0,2.0
2018-06-11/2018-06-17,6,air_conditioning,PR,1,1638.72,1.0,1.0,1.75
2017-01-23/2017-01-29,1,air_conditioning,RJ,1,207.0,0.0,0.0,0.0
2017-02-06/2017-02-12,2,air_conditioning,RJ,1,124.97,1.0,0.0,1.0
2017-02-27/2017-03-05,3,air_conditioning,RJ,1,808.91,1.0,1.0,1.0
2017-03-06/2017-03-12,3,air_conditioning,RJ,1,447.18,1.0,1.0,1.0
2017-04-10/2017-04-16,4,air_conditioning,RJ,1,816.1600000000001,1.0,1.0,1.0
2017-04-17/2017-04-23,4,air_conditioning,RJ,2,322.68,1.0,1.0,1.0
2017-05-08/2017-05-14,5,air_conditioning,RJ,1,184.99,2.0,1.0,1.25
2017-06-05/2017-06-11,6,air_conditioning,RJ,1,29.0,1.0,2.0,1.25
2017-06-19/2017-06-25,6,air_conditioning,RJ,2,376.85,1.0,1.0,1.25
2017-06-26/2017-07-02,6,air_conditioning,RJ,1,820.62,2.0,1.0,1.5
2017-07-17/2017-07-23,7,air_conditioning,RJ,2,1069.77,1.0,2.0,1.25
2017-07-31/2017-08-06,7,air_conditioning,RJ,1,253.33,2.0,1.0,1.5
2017-08-14/2017-08-20,8,air_conditioning,RJ,2,506.66,1.0,2.0,1.5
2017-08-21/2017-08-27,8,air_conditioning,RJ,2,1617.8400000000001,2.0,1.0,1.5
2017-08-28/2017-09-03,8,air_conditioning,RJ,2,967.6999999999999,2.0,2.0,1.75
2017-09-11/2017-09-17,9,air_conditioning,RJ,1,264.88,2.0,2.0,1.75
2017-09-25/2017-10-01,9,air_conditioning,RJ,2,967.1899999999999,1.0,2.0,1.75
2017-10-16/2017-10-22,10,air_conditioning,RJ,1,171.84,2.0,1.0,1.75
2017-11-06/2017-11-12,11,air_conditioning,RJ,1,257.92,1.0,2.0,1.5
2017-11-20/2017-11-26,11,air_conditioning,RJ,2,464.92999999999995,1.0,1.0,1.25
2017-12-04/2017-12-10,12,air_conditioning,RJ,1,315.9,2.0,1.0,1.5
2018-01-01/2018-01-07,1,air_conditioning,RJ,2,480.70000000000005,1.0,2.0,1.25
2018-01-08/2018-01-14,1,air_conditioning,RJ,2,1642.54,2.0,1.0,1.5
2018-01-15/2018-01-21,1,air_conditioning,RJ,1,102.46000000000001,2.0,2.0,1.75
2018-01-22/2018-01-28,1,air_conditioning,RJ,2,359.18,1.0,2.0,1.5
2018-01-29/2018-02-04,1,air_conditioning,RJ,3,199.91,2.0,1.0,1.75
2018-02-19/2018-02-25,2,air_conditioning,RJ,2,316.19,3.0,2.0,2.0
2018-02-26/2018-03-04,3,air_conditioning,RJ,2,101.69,2.0,3.0,2.0
2018-03-12/2018-03-18,3,air_conditioning,RJ,2,127.93,2.0,2.0,2.25
2018-03-19/2018-03-25,3,air_conditioning,RJ,2,94.25999999999999,2.0,2.0,2.25
2018-03-26/2018-04-01,3,air_conditioning,RJ,2,421.03,2.0,2.0,2.0
2018-04-02/2018-04-08,4,air_conditioning,RJ,3,613.99,2.0,2.0,2.0
2018-04-09/2018-04-15,4,air_conditioning,RJ,1,31.310000000000002,3.0,2.0,2.25
2018-04-30/2018-05-06,5,air_conditioning,RJ,1,56.959999999999994,1.0,3.0,2.0
2018-05-14/2018-05-20,5,air_conditioning,RJ,2,268.88,1.0,1.0,1.75
2018-05-21/2018-05-27,5,air_conditioning,RJ,1,119.2,2.0,1.0,1.75
2018-06-04/2018-06-10,6,air_conditioning,RJ,1,56.959999999999994,1.0,2.0,1.25
2018-06-18/2018-06-24,6,air_conditioning,RJ,1,64.62,1.0,1.0,1.25
2018-07-16/2018-07-22,7,air_conditioning,RJ,1,212.74,1.0,1.0,1.25
2018-07-23/2018-07-29,7,air_conditioning,RJ,2,175.31,1.0,1.0,1.0
2018-07-30/2018-08-05,7,air_conditioning,RJ,1,161.83,2.0,1.0,1.25
2018-07-30/2018-08-05,8,air_conditioning,RJ,1,77.81,1.0,2.0,1.25
2018-08-20/2018-08-26,8,air_conditioning,RJ,3,463.53,1.0,1.0,1.25
2017-03-13/2017-03-19,3,air_conditioning,RS,2,151.06,0.0,0.0,0.0
2017-06-12/2017-06-18,6,air_conditioning,RS,1,38.47,2.0,0.0,2.0
2017-07-03/2017-07-09,7,air_conditioning,RS,1,26.0,1.0,2.0,1.5
2017-08-07/2017-08-13,8,air_conditioning,RS,1,138.16,1.0,1.0,1.3333333333333333
2017-11-06/2017-11-12,11,air_conditioning,RS,1,329.38,1.0,1.0,1.25
2018-04-02/2018-04-08,4,air_conditioning,RS,1,51.129999999999995,1.0,1.0,1.0
2018-04-16/2018-04-22,4,air_conditioning,RS,1,194.23,1.0,1.0,1.0
2018-04-23/2018-04-29,4,air_conditioning,RS,1,51.129999999999995,1.0,1.0,1.0
2018-05-07/2018-05-13,5,air_conditioning,RS,3,617.13,1.0,1.0,1.0
2018-06-25/2018-07-01,7,air_conditioning,RS,1,146.35,3.0,1.0,1.5
2016-10-03/2016-10-09,10,air_conditioning,SC,4,676.9200000000001,0.0,0.0,0.0
2016-10-03/2016-10-09,10,air_conditioning,SP,3,507.69000000000005,0.0,0.0,0.0
2017-01-23/2017-01-29,1,air_conditioning,SP,3,531.36,3.0,0.0,3.0
2017-02-13/2017-02-19,2,air_conditioning,SP,3,1004.28,3.0,3.0,3.0
2017-02-20/2017-02-26,2,air_conditioning,SP,1,280.95,3.0,3.0,3.0
2017-03-06/2017-03-12,3,air_conditioning,SP,1,814.3000000000001,1.0,3.0,2.5
2017-03-13/2017-03-19,3,air_conditioning,SP,3,520.8,1.0,1.0,2.0
2017-03-20/2017-03-26,3,air_conditioning,SP,3,226.59,3.0,1.0,2.0
2017-03-27/2017-04-02,3,air_conditioning,SP,2,151.06,3.0,3.0,2.0
2017-04-03/2017-04-09,4,air_conditioning,SP,3,307.08000000000004,2.0,3.0,2.25
2017-04-10/2017-04-16,4,air_conditioning,SP,1,75.53,3.0,2.0,2.75
2017-04-17/2017-04-23,4,air_conditioning,SP,1,76.64,1.0,3.0,2.25
2017-04-24/2017-04-30,4,air_conditioning,SP,2,225.07,1.0,1.0,1.75
2017-05-08/2017-05-14,5,air_conditioning,SP,1,275.96,2.0,1.0,1.75
2017-05-29/2017-06-04,5,air_conditioning,SP,1,115.44,1.0,2.0,1.25
2017-06-05/2017-06-11,6,air_conditioning,SP,3,671.25,1.0,1.0,1.25
2017-06-19/2017-06-25,6,air_conditioning,SP,1,116.94,3.0,1.0,1.75
2017-06-26/2017-07-02,6,air_conditioning,SP,1,122.57000000000001,1.0,3.0,1.5
2017-07-10/2017-07-16,7,air_conditioning,SP,1,144.03,1.0,1.0,1.5
2017-07-31/2017-08-06,8,air_conditioning,SP,3,508.71999999999997,1.0,1.0,1.5
2017-08-07/2017-08-13,8,air_conditioning,SP,1,158.74,3.0,1.0,1.5
2017-08-28/2017-09-03,8,air_conditioning,SP,2,309.71000000000004,1.0,3.0,1.5
2017-09-04/2017-09-10,9,air_conditioning,SP,1,117.31,2.0,1.0,1.75
2017-09-11/2017-09-17,9,air_conditioning,SP,1,113.42,1.0,2.0,1.75
2017-10-02/2017-10-08,10,air_conditioning,SP,2,577.54,1.0,1.0,1.25
2017-10-09/2017-10-15,10,air_conditioning,SP,2,854.22,2.0,1.0,1.5
2017-10-16/2017-10-22,10,air_conditioning,SP,3,448.71999999999997,2.0,2.0,1.5
2017-10-30/2017-11-05,11,air_conditioning,SP,1,87.64,3.0,2.0,2.0
2017-11-13/2017-11-19,11,air_conditioning,SP,6,1139.96,1.0,3.0,2.0
2017-11-20/2017-11-26,11,air_conditioning,SP,3,1614.26,6.0,1.0,3.0
2017-11-27/2017-12-03,11,air_conditioning,SP,2,215.78,3.0,6.0,3.25
2017-11-27/2017-12-03,12,air_conditioning,SP,1,188.48000000000002,2.0,3.0,3.0
2018-01-08/2018-01-14,1,air_conditioning,SP,3,180.01,1.0,2.0,3.0
2018-01-15/2018-01-21,1,air_conditioning,SP,5,721.9100000000001,3.0,1.0,2.25
2018-01-22/2018-01-28,1,air_conditioning,SP,4,370.82,5.0,3.0,2.75
2018-01-29/2018-02-04,1,air_conditioning,SP,1,166.52,4.0,5.0,3.25
2018-02-12/2018-02-18,2,air_conditioning,SP,3,670.41,1.0,4.0,3.25
2018-02-19/2018-02-25,2,air_conditioning,SP,2,815.97,3.0,1.0,3.25
2018-02-26/2018-03-04,2,air_conditioning,SP,2,626.28,2.0,3.0,2.5
2018-03-05/2018-03-11,3,air_conditioning,SP,2,323.12,2.0,2.0,2.0
2018-03-12/2018-03-18,3,air_conditioning,SP,2,249.78,2.0,2.0,2.25
2018-03-19/2018-03-25,3,air_conditioning,SP,5,789.74,2.0,2.0,2.0
2018-03-26/2018-04-01,3,air_conditioning,SP,2,64.99,5.0,2.0,2.75
2018-04-02/2018-04-08,4,air_conditioning,SP,2,126.59,2.0,5.0,2.75
2018-04-09/2018-04-15,4,air_conditioning,SP,2,399.57,2.0,2.0,2.75
2018-04-16/2018-04-22,4,air_conditioning,SP,1,208.24,2.0,2.0,2.75
2018-04-23/2018-04-29,4,air_conditioning,SP,4,397.88,1.0,2.0,1.75
2018-05-14/2018-05-20,5,air_conditioning,SP,5,785.89,4.0,1.0,2.25
2018-06-04/2018-06-10,6,air_conditioning,SP,8,1889.23,5.0,4.0,3.0
2018-06-11/2018-06-17,6,air_conditioning,SP,3,390.26,8.0,5.0,4.5
2018-07-02/2018-07-08,7,air_conditioning,SP,2,416.15999999999997,3.0,8.0,5.0
2018-07-16/2018-07-22,7,air_conditioning,SP,2,434.81,2.0,3.0,4.5
2018-07-23/2018-07-29,7,air_conditioning,SP,4,431.53,2.0,2.0,3.75
2018-07-30/2018-08-05,8,air_conditioning,SP,5,875.2,4.0,2.0,2.75
2018-08-06/2018-08-12,8,air_conditioning,SP,2,626.4499999999999,5.0,4.0,3.25
